,ngram,age,words,lookup_index,child,length
9342,AB,1.7,"('another', 'speaker')",9082,Naima (Providence),2
9343,AA,1.7,"('sit', 'sit')",9083,Naima (Providence),2
9344,AB,1.7,"('sitting', 'blocks')",9084,Naima (Providence),2
9345,AB,1.7,"('sitting', 'blocks')",9085,Naima (Providence),2
9346,AB,1.7,"('step', 'clown')",9086,Naima (Providence),2
9347,AB,1.7,"('give', 'Mommy')",9087,Naima (Providence),2
9348,AB,1.7,"('Sleepy', 'Bear')",9088,Naima (Providence),2
9349,AB,1.7,"('sit', 'Mom')",9089,Naima (Providence),2
9350,AB,1.7,"('Mommy', 'sit')",9090,Naima (Providence),2
9351,AB,1.7,"('Mommy', 'sit')",9091,Naima (Providence),2
9352,AB,1.7,"('Mommy', 'sit')",9092,Naima (Providence),2
9353,AB,1.7,"('this', 'is')",9093,Naima (Providence),2
9354,AB,1.7,"('Mommy', 'sit')",9094,Naima (Providence),2
9355,AB,1.7,"('Mommy', 'sit')",9095,Naima (Providence),2
9356,AB,1.7,"('Mommy', 'sit')",9096,Naima (Providence),2
9357,AB,1.7,"('Mommy', 'sit')",9097,Naima (Providence),2
9358,AB,1.7,"('Mommy', 'sit')",9098,Naima (Providence),2
9359,AB,1.7,"('big', 'bucket')",9099,Naima (Providence),2
9360,AA,1.7,"('idea', 'idea')",9100,Naima (Providence),2
9361,AB,1.7,"('pop', 'Naima')",9101,Naima (Providence),2
9362,AA,1.7,"('baseball', 'baseball')",9102,Naima (Providence),2
9363,AB,1.7,"('pop', 'Naima')",9103,Naima (Providence),2
9364,AB,1.7,"('doing', 'bubbles')",9104,Naima (Providence),2
9365,AB,1.7,"('big', 'one')",9105,Naima (Providence),2
9366,AB,1.7,"('double', 'bubble')",9106,Naima (Providence),2
9367,AB,1.7,"('tiny', 'Mommy')",9107,Naima (Providence),2
9368,AA,1.7,"('bubble', 'bubble')",9108,Naima (Providence),2
9369,AA,1.7,"('tiny', 'tiny')",9109,Naima (Providence),2
9370,AB,1.7,"('sky', 'bubbles')",9110,Naima (Providence),2
9371,AB,1.7,"('Naima', 'pop')",9111,Naima (Providence),2
9372,AB,1.7,"('double', 'bubble')",9112,Naima (Providence),2
9373,AB,1.7,"('double', 'bubble')",9113,Naima (Providence),2
9374,AB,1.7,"('pick', 'book')",9114,Naima (Providence),2
9375,AA,1.7,"('books', 'books')",9115,Naima (Providence),2
9376,AA,1.7,"('stuck', 'stuck')",9116,Naima (Providence),2
9377,AB,1.7,"('brush', 'Mommy')",9117,Naima (Providence),2
9378,AB,1.7,"('brush', 'Mommy')",9118,Naima (Providence),2
9379,AB,1.7,"('Mommy', 'brush')",9119,Naima (Providence),2
9380,AB,1.7,"('Naima', 'brush')",9120,Naima (Providence),2
9381,AB,1.7,"('Naima', 'brush')",9121,Naima (Providence),2
9382,AB,1.7,"('Naima', 'doing')",9122,Naima (Providence),2
9383,AA,1.7,"('legos', 'legos')",9123,Naima (Providence),2
9384,AA,1.7,"('car', 'car')",9124,Naima (Providence),2
9385,AB,1.7,"('Mommy', 'drive')",9125,Naima (Providence),2
9386,AA,1.7,"('train', 'train')",9126,Naima (Providence),2
9387,AA,1.7,"('train', 'train')",9127,Naima (Providence),2
9388,AB,1.7,"('toot', 'ha')",9128,Naima (Providence),2
9389,AB,1.7,"('Mommy', 'clothes')",9129,Naima (Providence),2
9390,AB,1.7,"('noise', 'train')",9130,Naima (Providence),2
9391,AA,1.7,"('train', 'train')",9131,Naima (Providence),2
9392,AB,1.7,"('doing', 'train')",9132,Naima (Providence),2
9393,AA,1.7,"('pocket', 'pocket')",9133,Naima (Providence),2
9394,AB,1.7,"('byebye', 'Mommy')",9134,Naima (Providence),2
9395,AB,1.7,"(""where's"", 'it')",9135,Naima (Providence),2
9396,AA,1.7,"('bed', 'bed')",9136,Naima (Providence),2
9397,AB,1.7,"('sit', 'on')",9137,Naima (Providence),2
9398,AB,1.7,"('this', 'is')",9138,Naima (Providence),2
9399,AB,1.7,"('this', 'is')",9139,Naima (Providence),2
9400,AB,1.7,"('kiss', 'doggie')",9140,Naima (Providence),2
9401,AB,1.7,"('this', 'is')",9141,Naima (Providence),2
9402,AB,1.7,"('this', 'is')",9142,Naima (Providence),2
9403,AB,1.7,"('this', 'is')",9143,Naima (Providence),2
9404,AB,1.7,"('this', 'is')",9144,Naima (Providence),2
9405,AB,1.7,"('a', 'rug')",9145,Naima (Providence),2
9406,AB,1.7,"('this', 'is')",9146,Naima (Providence),2
9407,AB,1.7,"('this', 'is')",9147,Naima (Providence),2
9408,AB,1.7,"('hi', 'Mommy')",9148,Naima (Providence),2
9409,AB,1.7,"('hello', 'Daddy')",9149,Naima (Providence),2
9410,AA,1.7,"('baby', 'baby')",9150,Naima (Providence),2
9411,AA,1.7,"('snuggly', 'snuggly')",9151,Naima (Providence),2
9412,AA,1.7,"('baby', 'baby')",9152,Naima (Providence),2
9413,AB,1.7,"('this', 'is')",9153,Naima (Providence),2
9414,AB,1.7,"('Naima', 'have')",9154,Naima (Providence),2
9415,AB,1.7,"('give', 'Mommy')",9155,Naima (Providence),2
9416,AB,1.7,"('fall', 'baby')",9156,Naima (Providence),2
9417,AB,1.7,"('water', 'kick')",9157,Naima (Providence),2
9418,AB,1.7,"('water', 'can')",9158,Naima (Providence),2
9419,AB,1.7,"('pat', 'pet')",9159,Naima (Providence),2
9420,AA,1.7,"('give', 'give')",9160,Naima (Providence),2
9421,AA,1.7,"('sieve', 'sieve')",9161,Naima (Providence),2
9422,AB,1.7,"('Naima', 'shovel')",9162,Naima (Providence),2
9423,AB,1.7,"('many', 'rocks')",9163,Naima (Providence),2
9424,AB,1.7,"('give', 'Mommy')",9164,Naima (Providence),2
9425,AA,1.7,"('doggie', 'doggie')",9165,Naima (Providence),2
9426,AB,1.7,"('hi', 'Mommy')",9166,Naima (Providence),2
9427,AB,1.7,"('water', 'can')",9167,Naima (Providence),2
9428,AB,1.7,"('water', 'can')",9168,Naima (Providence),2
9429,AB,1.7,"('water', 'can')",9169,Naima (Providence),2
9430,AB,1.7,"('Naima', 'have')",9170,Naima (Providence),2
9431,AB,1.7,"('Naima', 'have')",9171,Naima (Providence),2
9432,AB,1.7,"('more', 'water')",9172,Naima (Providence),2
9433,AB,1.7,"('more', 'water')",9173,Naima (Providence),2
9434,AB,1.7,"('give', 'me')",9174,Naima (Providence),2
9435,AA,1.7,"('here', 'here')",9175,Naima (Providence),2
9436,AA,1.7,"('bucket', 'bucket')",9176,Naima (Providence),2
9437,AB,1.7,"('water', 'plant')",9177,Naima (Providence),2
9438,AB,1.7,"('give', 'Mommy')",9178,Naima (Providence),2
9439,AB,1.7,"('hi', 'Mommy')",9179,Naima (Providence),2
9440,AB,1.7,"('give', 'Mommy')",9180,Naima (Providence),2
9441,AB,1.7,"('water', 'can')",9181,Naima (Providence),2
9442,AB,1.7,"('give', 'Mama')",9182,Naima (Providence),2
9443,AB,1.7,"('another', 'one')",9183,Naima (Providence),2
9444,AB,1.7,"('another', 'one')",9184,Naima (Providence),2
9445,AA,1.7,"('grass', 'grass')",9185,Naima (Providence),2
9446,AB,1.7,"('get', 'it')",9186,Naima (Providence),2
9447,AA,1.7,"('microphone', 'microphone')",9187,Naima (Providence),2
9448,AA,1.7,"('Mommy', 'Mommy')",9188,Naima (Providence),2
9449,AB,1.7,"('oatie', 'bites')",9189,Naima (Providence),2
9450,AB,1.7,"('Daddy', 'eat')",9190,Naima (Providence),2
9451,AA,1.7,"('egg', 'egg')",9191,Naima (Providence),2
9452,AB,1.7,"('Mommy', 'egg')",9192,Naima (Providence),2
9453,AB,1.7,"('Daddy', 'raisins')",9193,Naima (Providence),2
9454,AB,1.7,"('Daddy', 'raisins')",9194,Naima (Providence),2
9455,AB,1.7,"('Daddy', 'raisins')",9195,Naima (Providence),2
9456,AB,1.7,"('somebody', 'hiding')",9196,Naima (Providence),2
9457,AB,1.7,"('Naima', 'take')",9197,Naima (Providence),2
9458,AB,1.7,"('Naima', 'take')",9198,Naima (Providence),2
9459,AA,1.7,"('almond', 'almond')",9199,Naima (Providence),2
9460,AB,1.7,"('almond', 'cook')",9200,Naima (Providence),2
9461,AB,1.7,"('almond', 'cook')",9201,Naima (Providence),2
9462,AA,1.7,"('bangle', 'bangle')",9202,Naima (Providence),2
9463,AB,1.7,"('pacifier', 'hand')",9203,Naima (Providence),2
9464,AB,1.7,"('pacifier', 'hand')",9204,Naima (Providence),2
9465,AB,1.7,"('Naima', 'yummy')",9205,Naima (Providence),2
9466,AB,1.7,"('Daddy', 'work')",9206,Naima (Providence),2
9467,AA,1.7,"('Daddy', 'Daddy')",9207,Naima (Providence),2
9468,AA,1.7,"('jeez', 'jeez')",9208,Naima (Providence),2
9469,AB,1.7,"('Mommy', 'jeez')",9209,Naima (Providence),2
9470,AB,1.7,"('woman', 'yogurt')",9210,Naima (Providence),2
9471,AB,1.7,"('Naima', 'yogurt')",9211,Naima (Providence),2
9472,AB,1.7,"('little', 'bicycle')",9212,Naima (Providence),2
9473,AB,1.7,"('big', 'doggy')",9213,Naima (Providence),2
9474,AB,1.7,"('toe', 'doggy')",9214,Naima (Providence),2
9475,AB,1.7,"('up', 'Mommy')",9215,Naima (Providence),2
9476,AB,1.7,"('Naima', 'mix')",9216,Naima (Providence),2
9477,AB,1.7,"('Mommy', 'pacifier')",9217,Naima (Providence),2
9478,AB,1.7,"('Mommy', 'pacifier')",9218,Naima (Providence),2
9479,AB,1.7,"('hi', 'Mommy')",9219,Naima (Providence),2
9480,AB,1.7,"('Naima', 'wheat')",9220,Naima (Providence),2
9481,AA,1.7,"('plums', 'plums')",9221,Naima (Providence),2
9482,AA,1.7,"('wheat', 'wheat')",9222,Naima (Providence),2
9483,AA,1.7,"('wheat', 'wheat')",9223,Naima (Providence),2
9484,AA,1.7,"('Max', 'Max')",9224,Naima (Providence),2
9485,AB,1.7,"('sleeps', 'bear')",9225,Naima (Providence),2
9486,AA,1.7,"('tower', 'tower')",9226,Naima (Providence),2
9487,AA,1.7,"('tower', 'tower')",9227,Naima (Providence),2
9488,AA,1.7,"('legs', 'legs')",9228,Naima (Providence),2
9489,AA,1.7,"('toes', 'toes')",9229,Naima (Providence),2
9490,AB,1.7,"('Alex', 'toes')",9230,Naima (Providence),2
9491,AB,1.7,"('doggy', 'babies')",9231,Naima (Providence),2
9492,AA,1.7,"('Alex', 'Alex')",9232,Naima (Providence),2
9493,AB,1.7,"('more', 'wheat')",9233,Naima (Providence),2
9494,AB,1.7,"('more', 'wheat')",9234,Naima (Providence),2
9495,AB,1.7,"('more', 'wheat')",9235,Naima (Providence),2
9496,AA,1.7,"('some', 'some')",9236,Naima (Providence),2
9497,AA,1.7,"('some', 'some')",9237,Naima (Providence),2
9498,AA,1.7,"('Max', 'Max')",9238,Naima (Providence),2
9499,AB,1.7,"('windy', 'Max')",9239,Naima (Providence),2
9500,AB,1.7,"('windy', 'Max')",9240,Naima (Providence),2
9501,AA,1.7,"('wheat', 'wheat')",9241,Naima (Providence),2
9502,AA,1.7,"('some', 'some')",9242,Naima (Providence),2
9503,AB,1.7,"('bib', 'wheat')",9243,Naima (Providence),2
9504,AB,1.7,"('hi', 'Mommy')",9244,Naima (Providence),2
9505,AB,1.7,"('give', 'Mommy')",9245,Naima (Providence),2
9506,AB,1.7,"('fly', 'Mommy')",9246,Naima (Providence),2
9507,AB,1.7,"('nursie', 'key')",9247,Naima (Providence),2
9508,AB,1.7,"('nursie', 'key')",9248,Naima (Providence),2
9509,AB,1.7,"('eat', 'wheat')",9249,Naima (Providence),2
9510,AB,1.7,"(""Mommy's"", 'legs')",9250,Naima (Providence),2
9511,AA,1.7,"('wiggle', 'wiggle')",9251,Naima (Providence),2
9512,AB,1.7,"('broccoli', 'stew')",9252,Naima (Providence),2
9513,AB,1.7,"('broccoli', 'stew')",9253,Naima (Providence),2
9514,AB,1.7,"('get', 'it')",9254,Naima (Providence),2
9515,AA,1.7,"('kids', 'kids')",9255,Naima (Providence),2
9516,AB,1.7,"('home', 'kids')",9256,Naima (Providence),2
9517,AA,1.7,"('Tyler', 'Tyler')",9257,Naima (Providence),2
9518,AA,1.7,"('slide', 'slide')",9258,Naima (Providence),2
9519,AB,1.7,"('Naima', 'have')",9259,Naima (Providence),2
9520,AB,1.7,"(""Daddy's"", 'cake')",9260,Naima (Providence),2
9521,AB,1.7,"(""Mommy's"", 'cake')",9261,Naima (Providence),2
9522,AA,1.7,"('macaroni', 'macaroni')",9262,Naima (Providence),2
9523,AB,1.7,"('no', 'straws')",9263,Naima (Providence),2
9524,AB,1.7,"('no', 'straws')",9264,Naima (Providence),2
9525,AB,1.7,"('no', 'straws')",9265,Naima (Providence),2
9526,AB,1.7,"('no', 'straws')",9266,Naima (Providence),2
9527,AA,1.7,"('Naima', 'Naima')",9267,Naima (Providence),2
9528,AB,1.7,"('Genaba', 'eat')",9268,Naima (Providence),2
9529,AB,1.7,"('Daddy', 'come')",9269,Naima (Providence),2
9530,AA,1.7,"('toes', 'toes')",9270,Naima (Providence),2
9531,AA,1.7,"('feet', 'feet')",9271,Naima (Providence),2
9532,AA,1.7,"('boy', 'boy')",9272,Naima (Providence),2
9533,AA,1.7,"('noisy', 'noisy')",9273,Naima (Providence),2
9534,AB,1.7,"('Alan', 'noisy')",9274,Naima (Providence),2
9535,AB,1.7,"('Daddy', 'come')",9275,Naima (Providence),2
9536,AA,1.7,"('ribbon', 'ribbon')",9276,Naima (Providence),2
9537,AB,1.7,"('kiss', 'carrot')",9277,Naima (Providence),2
9538,AA,1.7,"('feed', 'feed')",9278,Naima (Providence),2
9539,AB,1.7,"('for', 'Naima')",9279,Naima (Providence),2
9540,AA,1.7,"('stuff', 'stuff')",9280,Naima (Providence),2
9541,AB,1.7,"('sprinkler', 'on')",9281,Naima (Providence),2
9542,AA,1.7,"('bow', 'bow')",9282,Naima (Providence),2
9543,AA,1.7,"('things', 'things')",9283,Naima (Providence),2
9544,AA,1.7,"('silly', 'silly')",9284,Naima (Providence),2
9545,AB,1.7,"('bought', 'things')",9285,Naima (Providence),2
9546,AA,1.7,"('shopping', 'shopping')",9286,Naima (Providence),2
9547,AA,1.7,"('things', 'things')",9287,Naima (Providence),2
9548,AA,1.7,"('Mommy', 'Mommy')",9288,Naima (Providence),2
9549,AA,1.7,"('carrot', 'carrot')",9289,Naima (Providence),2
9550,AB,1.7,"('Naima', 'hand')",9290,Naima (Providence),2
9551,AB,1.7,"('Naima', 'sit')",9291,Naima (Providence),2
9552,AB,1.7,"('Naima', 'sit')",9292,Naima (Providence),2
9553,AB,1.7,"('Naima', 'sofa')",9293,Naima (Providence),2
9554,AA,1.7,"('back', 'back')",9294,Naima (Providence),2
9555,AA,1.7,"('under', 'under')",9295,Naima (Providence),2
9556,AA,1.7,"('byebye', 'byebye')",9296,Naima (Providence),2
9557,AA,1.7,"('byebye', 'byebye')",9297,Naima (Providence),2
9558,AB,1.7,"('everybody', 'night')",9298,Naima (Providence),2
9559,AB,1.7,"('night', 'everybody')",9299,Naima (Providence),2
9560,AA,1.7,"('bouncy', 'bouncy')",9300,Naima (Providence),2
9561,AA,1.7,"('jumping', 'jumping')",9301,Naima (Providence),2
9562,AA,1.7,"('shovel', 'shovel')",9302,Naima (Providence),2
9563,AA,1.7,"('water', 'water')",9303,Naima (Providence),2
9564,AA,1.7,"('chair', 'chair')",9304,Naima (Providence),2
9565,AB,1.7,"('Daddy', 'go')",9305,Naima (Providence),2
9566,AA,1.7,"('Mom', 'Mom')",9306,Naima (Providence),2
9567,AA,1.7,"('legos', 'legos')",9307,Naima (Providence),2
9568,AA,1.7,"('mommy', 'mommy')",9308,Naima (Providence),2
9569,AA,1.7,"('eat', 'eat')",9309,Naima (Providence),2
9570,AB,1.7,"('blocks', 'down')",9310,Naima (Providence),2
9571,AB,1.7,"('red', 'lego')",9311,Naima (Providence),2
9572,AA,1.7,"('blue', 'blue')",9312,Naima (Providence),2
9573,AA,1.7,"('green', 'green')",9313,Naima (Providence),2
9574,AB,1.7,"('Naima', 'legos')",9314,Naima (Providence),2
9575,AB,1.7,"('help', 'legos')",9315,Naima (Providence),2
9576,AB,1.7,"('legos', 'help')",9316,Naima (Providence),2
9577,AB,1.7,"('lego', 'legos')",9317,Naima (Providence),2
9578,AA,1.7,"('Badega', 'Badega')",9318,Naima (Providence),2
9579,AA,1.7,"('stuff', 'stuff')",9319,Naima (Providence),2
9580,AB,1.7,"('little', 'books')",9320,Naima (Providence),2
9581,AB,1.7,"('little', 'books')",9321,Naima (Providence),2
9582,AA,1.7,"('hat', 'hat')",9322,Naima (Providence),2
9583,AA,1.7,"('red', 'red')",9323,Naima (Providence),2
9584,AB,1.7,"('red', 'ones')",9324,Naima (Providence),2
9585,AB,1.7,"('toothbrush', 'yellows')",9325,Naima (Providence),2
9586,AB,1.7,"('Daddy', 'red')",9326,Naima (Providence),2
9587,AA,1.7,"('Naima', 'Naima')",9327,Naima (Providence),2
9588,AA,1.7,"('red', 'red')",9328,Naima (Providence),2
9589,AA,1.7,"('another', 'another')",9329,Naima (Providence),2
9590,AA,1.7,"('car', 'car')",9330,Naima (Providence),2
9591,AA,1.7,"('yellow', 'yellow')",9331,Naima (Providence),2
9592,AA,1.7,"('yellow', 'yellow')",9332,Naima (Providence),2
9593,AB,1.7,"('baby', 'buckets')",9333,Naima (Providence),2
9594,AB,1.7,"('baby', 'shovels')",9334,Naima (Providence),2
9595,AA,1.7,"('swim', 'swim')",9335,Naima (Providence),2
9596,AA,1.7,"('legos', 'legos')",9336,Naima (Providence),2
9597,AB,1.7,"('blocks', 'fall')",9337,Naima (Providence),2
9598,AA,1.7,"('box', 'box')",9338,Naima (Providence),2
9599,AA,1.7,"('legos', 'legos')",9339,Naima (Providence),2
9600,AB,1.7,"('Mommy', 'sofa')",9340,Naima (Providence),2
9601,AB,1.7,"('cards', 'under')",9341,Naima (Providence),2
9602,AB,1.7,"('Naima', 'fuzzy')",9342,Naima (Providence),2
9603,AB,1.7,"('another', 'blocks')",9343,Naima (Providence),2
9604,AB,1.7,"('another', 'block')",9344,Naima (Providence),2
9605,AB,1.7,"('another', 'block')",9345,Naima (Providence),2
9606,AB,1.7,"('this', 'is')",9346,Naima (Providence),2
9607,AA,1.7,"('red', 'red')",9347,Naima (Providence),2
9608,AB,1.7,"('another', 'card')",9348,Naima (Providence),2
9609,AA,1.7,"('legos', 'legos')",9349,Naima (Providence),2
9610,AA,1.7,"('Mommy', 'Mommy')",9350,Naima (Providence),2
9611,AB,1.7,"('Mommy', 'Mom')",9351,Naima (Providence),2
9612,AB,1.7,"('another', 'car')",9352,Naima (Providence),2
9613,AB,1.7,"('another', 'car')",9353,Naima (Providence),2
9614,AB,1.7,"('another', 'car')",9354,Naima (Providence),2
9615,AA,1.7,"('n', 'n')",9355,Naima (Providence),2
9616,AA,1.7,"('red', 'red')",9356,Naima (Providence),2
9617,AA,1.7,"('white', 'white')",9357,Naima (Providence),2
9618,AA,1.7,"('legos', 'legos')",9358,Naima (Providence),2
9619,AB,1.7,"('animal', 'off')",9359,Naima (Providence),2
9620,AB,1.7,"('another', 'car')",9360,Naima (Providence),2
9621,AB,1.7,"('white', 'blocks')",9361,Naima (Providence),2
9622,AB,1.7,"('Dady', 'Daddy')",9362,Naima (Providence),2
9623,AA,1.7,"('legos', 'legos')",9363,Naima (Providence),2
9624,AA,1.7,"('Daddy', 'Daddy')",9364,Naima (Providence),2
9625,AB,1.7,"('Naima', 'animal')",9365,Naima (Providence),2
9626,AA,1.7,"('Mommy', 'Mommy')",9366,Naima (Providence),2
9627,AB,1.7,"('give', 'Mommy')",9367,Naima (Providence),2
9628,AB,1.7,"('play', 'Mommy')",9368,Naima (Providence),2
9629,AB,1.7,"('give', 'Mommy')",9369,Naima (Providence),2
9630,AB,1.7,"('Mommy', 'play')",9370,Naima (Providence),2
9631,AA,1.7,"('Sunday', 'Sunday')",9371,Naima (Providence),2
9632,AB,1.7,"('welcome', 'Maine')",9372,Naima (Providence),2
9633,AA,1.7,"('place', 'place')",9373,Naima (Providence),2
9634,AA,1.7,"('Daddy', 'Daddy')",9374,Naima (Providence),2
9635,AA,1.7,"('black', 'black')",9375,Naima (Providence),2
9636,AA,1.7,"('tower', 'tower')",9376,Naima (Providence),2
9637,AA,1.7,"('going', 'going')",9377,Naima (Providence),2
9638,AA,1.7,"('Doggie_Woggie', 'Doggie_Woggie')",9378,Naima (Providence),2
9639,AA,1.7,"('Lucy_Bucy', 'Lucy_Bucy')",9379,Naima (Providence),2
9640,AB,1.7,"('Mommy', 'play')",9380,Naima (Providence),2
9641,AB,1.7,"('play', 'Mom')",9381,Naima (Providence),2
9642,AA,1.7,"('elephants', 'elephants')",9382,Naima (Providence),2
9643,AB,1.7,"('kiss', 'monkeys')",9383,Naima (Providence),2
9644,AB,1.7,"('kiss', 'monkey')",9384,Naima (Providence),2
9645,AB,1.7,"('kiss', 'monkey')",9385,Naima (Providence),2
9646,AB,1.7,"('kiss', 'monkey')",9386,Naima (Providence),2
9647,AA,1.7,"('Lucy', 'Lucy')",9387,Naima (Providence),2
9648,AB,1.7,"('on', 'top')",9388,Naima (Providence),2
9649,AB,1.7,"('Lucy', 'off')",9389,Naima (Providence),2
9650,AB,1.7,"('doggy', 'name')",9390,Naima (Providence),2
9651,AB,1.7,"('Lucy', 'Lucy_Bucy')",9391,Naima (Providence),2
9652,AA,1.7,"('train', 'train')",9392,Naima (Providence),2
9653,AB,1.7,"('have', 'it')",9393,Naima (Providence),2
9654,AA,1.7,"('red', 'red')",9394,Naima (Providence),2
9655,AA,1.7,"('red', 'red')",9395,Naima (Providence),2
9656,AB,1.7,"('this', 'is')",9396,Naima (Providence),2
9657,AA,1.7,"('Daddy', 'Daddy')",9397,Naima (Providence),2
9658,AB,1.7,"('give', 'Mommy')",9398,Naima (Providence),2
9659,AA,1.7,"('Daddy', 'Daddy')",9399,Naima (Providence),2
9660,AA,1.7,"('roses', 'roses')",9400,Naima (Providence),2
9661,AB,1.7,"('Susan', 'Susans')",9401,Naima (Providence),2
9662,AB,1.7,"('Daddy', 'Susans')",9402,Naima (Providence),2
9663,AB,1.7,"('Naima', 'finger')",9403,Naima (Providence),2
9664,AB,1.7,"('paper', 'umbrella')",9404,Naima (Providence),2
9665,AB,1.7,"('give', 'Mommy')",9405,Naima (Providence),2
9666,AA,1.7,"('sprinkler', 'sprinkler')",9406,Naima (Providence),2
9667,AA,1.7,"('wet', 'wet')",9407,Naima (Providence),2
9668,AA,1.7,"('button', 'button')",9408,Naima (Providence),2
9669,AB,1.7,"('name', 'Daddy')",9409,Naima (Providence),2
9670,AA,1.7,"('people', 'people')",9410,Naima (Providence),2
9671,AB,1.7,"('kiss', 'people')",9411,Naima (Providence),2
9672,AA,1.7,"('umbrella', 'umbrella')",9412,Naima (Providence),2
9673,AB,1.7,"('Sleepy', 'Bear')",9413,Naima (Providence),2
9674,AB,1.7,"('person', 'kiss')",9414,Naima (Providence),2
9675,AA,1.7,"('skinny', 'skinny')",9415,Naima (Providence),2
9676,AA,1.7,"('grandma', 'grandma')",9416,Naima (Providence),2
9677,AA,1.7,"('Mommy', 'Mommy')",9417,Naima (Providence),2
9678,AB,1.7,"('shoe', 'sing')",9418,Naima (Providence),2
9679,AB,1.7,"('Sleepy', 'Bear')",9419,Naima (Providence),2
9680,AB,1.7,"('give', 'Mom')",9420,Naima (Providence),2
9681,AA,1.7,"('big', 'big')",9421,Naima (Providence),2
9682,AA,1.7,"('person', 'person')",9422,Naima (Providence),2
9683,AB,1.7,"('give', 'Mommy')",9423,Naima (Providence),2
9684,AA,1.7,"('close', 'close')",9424,Naima (Providence),2
9685,AB,1.7,"('Mommy', 'toes')",9425,Naima (Providence),2
9686,AB,1.7,"('other', 'foot')",9426,Naima (Providence),2
9687,AB,1.7,"('other', 'foot')",9427,Naima (Providence),2
9688,AB,1.7,"('Mama', 'take')",9428,Naima (Providence),2
9689,AA,1.7,"('game', 'game')",9429,Naima (Providence),2
9690,AA,1.7,"('cap', 'cap')",9430,Naima (Providence),2
9691,AB,1.7,"(""Naima's"", 'hair')",9431,Naima (Providence),2
9692,AB,1.7,"('Naima', 'off')",9432,Naima (Providence),2
9693,AB,1.7,"('Naima', 'off')",9433,Naima (Providence),2
9694,AB,1.7,"('Mommy', 'comb')",9434,Naima (Providence),2
9695,AA,1.7,"('comb', 'comb')",9435,Naima (Providence),2
9696,AB,1.7,"('run', 'around')",9436,Naima (Providence),2
9697,AB,1.7,"('run', 'around')",9437,Naima (Providence),2
9698,AB,1.7,"('Naima', 'comb')",9438,Naima (Providence),2
9699,AA,1.7,"('again', 'again')",9439,Naima (Providence),2
9700,AB,1.7,"('Sleepy', 'Bear')",9440,Naima (Providence),2
9701,AA,1.7,"('goodness', 'goodness')",9441,Naima (Providence),2
9702,AA,1.7,"('book', 'book')",9442,Naima (Providence),2
9703,AA,1.7,"('Mommy', 'Mommy')",9443,Naima (Providence),2
9704,AB,1.7,"('Dadaji', 'Babaji')",9444,Naima (Providence),2
9705,AB,1.7,"('welcome', 'Maine')",9445,Naima (Providence),2
9706,AB,1.7,"('Daddy', 'wet')",9446,Naima (Providence),2
9707,AB,1.7,"('Mommy', 'comb')",9447,Naima (Providence),2
9708,AB,1.7,"('under', 'tree')",9448,Naima (Providence),2
9709,AB,1.7,"('this', 'is')",9449,Naima (Providence),2
9710,AB,1.7,"('this', 'is')",9450,Naima (Providence),2
9711,AA,1.7,"('poppy', 'poppy')",9451,Naima (Providence),2
9712,AB,1.7,"('Mommy', 'Mom')",9452,Naima (Providence),2
9713,AB,1.7,"('more', 'poppies')",9453,Naima (Providence),2
9714,AA,1.7,"('Naima', 'Naima')",9454,Naima (Providence),2
9715,AB,1.7,"('purple', 'flowers')",9455,Naima (Providence),2
9716,AB,1.7,"('another', 'flower')",9456,Naima (Providence),2
9717,AB,1.7,"('run', 'around')",9457,Naima (Providence),2
9718,AA,1.7,"('bugs', 'bugs')",9458,Naima (Providence),2
9719,AB,1.7,"('Naima', 'sit')",9459,Naima (Providence),2
9720,AB,1.7,"('picnic', 'table')",9460,Naima (Providence),2
9721,AA,1.7,"('table', 'table')",9461,Naima (Providence),2
9722,AB,1.7,"('doggy', 'say')",9462,Naima (Providence),2
9723,AB,1.7,"('Naima', 'Mommy')",9463,Naima (Providence),2
9724,AB,1.7,"('watch', 'Mommy')",9464,Naima (Providence),2
9725,AA,1.7,"('boo', 'boo')",9465,Naima (Providence),2
9726,AB,1.7,"(""that's"", 'a')",9466,Naima (Providence),2
9727,AB,1.7,"('this', 'is')",9467,Naima (Providence),2
9728,AB,1.7,"('chipmunk', 'in')",9468,Naima (Providence),2
9729,AB,1.7,"('junky', 'stuff')",9469,Naima (Providence),2
9730,AB,1.7,"('in', 'chipmunk')",9470,Naima (Providence),2
9731,AB,1.7,"('junky', 'stuff')",9471,Naima (Providence),2
9732,AB,1.7,"('pretty', 'flowers')",9472,Naima (Providence),2
9733,AB,1.7,"('mighty', 'bad')",9473,Naima (Providence),2
9734,AB,1.7,"('mighty', 'bad')",9474,Naima (Providence),2
9735,AA,1.7,"('Daddy', 'Daddy')",9475,Naima (Providence),2
9736,AA,1.7,"('spider', 'spider')",9476,Naima (Providence),2
9737,AB,1.7,"('see', 'down')",9477,Naima (Providence),2
9738,AA,1.7,"('bye', 'bye')",9478,Naima (Providence),2
9739,AB,1.7,"('this', 'is')",9479,Naima (Providence),2
9740,AB,1.7,"('another', 'fly')",9480,Naima (Providence),2
9741,AB,1.7,"('this', 'is')",9481,Naima (Providence),2
9742,AA,1.7,"('hole', 'hole')",9482,Naima (Providence),2
9743,AB,1.7,"('say', 'bye')",9483,Naima (Providence),2
9744,AA,1.7,"('other', 'other')",9484,Naima (Providence),2
